ID,activity_id,NAME,SUBURB,X,Y,TYPE,hotspotID,near_bus,near_train,note,travel_zone,note_entry
646,87002,Alexandria_ Botany Rd nr O`Riordan St,None,333844,6246786,Bus station,783,1,1,BUS_STOP,284,0
647,87003,Zetland_ Botany Rd nr Bourke St,None,333864,6246811,Bus station,783,1,1,BUS_STOP,284,0
648,87004,Green Square Station,None,333864,6246865,Bus station,783,1,1,BUS_STOP,284,0
649,87005,Randwick_ Darley Rd nr Main Gate Centennial Park,None,336692,6246991,Bus station,785,1,1,BUS_STOP,507,0
650,87006,Randwick_ King St nr Randwick Bus Depot,None,336818,6246783,Bus station,785,1,1,BUS_STOP,510,0
651,87007,Randwick_ Darley Rd opp Main Gate Centennial Park,None,336706,6246967,Bus station,785,1,1,BUS_STOP,507,0
652,87008,Randwick_ Clovelly Rd opp Gilderthorpe Av,None,337894,6246834,Bus station,786,1,1,BUS_STOP,512,0
653,87009,Randwick_ Clovelly Rd nr Market St,None,337862,6246903,Bus station,786,1,1,BUS_STOP,512,0
654,87010,Randwick_ Alison Rd nr AJC Main Entrance,None,336275,6246895,Bus station,787,1,1,BUS_STOP,514,0
655,87012,Kensington_ Todman Avnr Carminya St,None,335069,6246892,Bus station,791,1,1,BUS_STOP,508,0
656,87013,Kensington_ Todman Av nr South Dowling St,None,335012,6246996,Bus station,791,1,1,BUS_STOP,508,0
657,87017,Randwick_ Carrington Rd nr Frenchmans Rd,None,338390,6246745,Bus station,793,1,1,BUS_STOP,513,0
658,87018,Randwick_ Carrington Rd nr Douglas St,None,338411,6246741,Bus station,793,1,1,BUS_STOP,513,0
659,87019,Randwick_ Albion St nr Hooper St,None,338494,6246865,Bus station,793,1,1,BUS_STOP,513,0
660,87020,Randwick_ Albion St nr Carrington Rd,None,338442,6246800,Bus station,793,1,1,BUS_STOP,513,0
661,87028,Zetland_ Joynton Av nr Wolseley Gr,None,334446,6246989,Bus station,799,1,1,BUS_STOP,285,0
662,87029,Kensington_ Todman Av opp Carminya St,None,335087,6246897,Bus station,802,1,1,BUS_STOP,508,0
663,87030,Alexandria_ Euston Rd nr Harley St,None,332957,6246970,Bus station,804,1,1,BUS_STOP,283,0
664,87034,Alexandria_ McEvoy St nr Fountain St,None,333157,6247139,Bus station,804,1,1,BUS_STOP,277,0
665,87035,Centennial Park_ Bus Roadway nr Doncaster Av,None,336013,6247077,Bus station,805,1,1,BUS_STOP,514,0
666,87036,Kensington_ Alison Rd opp Doncaster Av,None,335992,6247061,Bus station,805,1,1,BUS_STOP,507,0
667,87037,Centennial Park_ Bus Roadway nr Alison Rd,None,336005,6247061,Bus station,805,1,1,BUS_STOP,514,0
668,87038,Zetland_ Elizabeth St nr Bourke St,None,334085,6246964,Bus station,806,1,1,BUS_STOP,284,0
669,87039,Waterloo_ Elizabeth St nr Bourke St,None,334073,6247057,Bus station,806,1,1,BUS_STOP,278,0
670,87040,Randwick_ Clovelly Rd nr Avoca St,None,337712,6246993,Bus station,809,1,1,BUS_STOP,512,0
671,87041,Randwick_ Clovelly Rd nr Avoca St,None,337670,6247058,Bus station,809,1,1,BUS_STOP,511,0
672,87042,Randwick_ Avoca St nr Darley Rd,None,337721,6247176,Bus station,809,1,1,BUS_STOP,512,0
673,87047,Randwick_ Alison Rd nr Doncaster Av,None,336076,6246983,Bus station,813,1,1,BUS_STOP,509,0
674,87048,Waterloo_ O`Dea Av nr South Dowling St,None,334826,6247080,Bus station,814,1,1,BUS_STOP,285,0
675,87053,Zetland_ O`Dea Av nr Joynton Av,None,334618,6247089,Bus station,826,1,1,BUS_STOP,285,0
676,87054,Waterloo_ O`Dea Av nr Joynton Av,None,334537,6247122,Bus station,826,1,1,BUS_STOP,285,0
677,87055,Randwick_ Darley Rd opp Govett St,None,336946,6247059,Bus station,830,1,1,BUS_STOP,507,0
678,87056,Randwick_ Darley Rd nr Govett St,None,336952,6247034,Bus station,830,1,1,BUS_STOP,507,0
679,87057,Randwick_ Clovelly Rd nr Earl St,None,337560,6247118,Bus station,832,1,1,BUS_STOP,511,0
680,87058,Randwick_ Earl St nr Clovelly Rd,None,337572,6247140,Bus station,832,1,1,BUS_STOP,511,0
681,87059,Randwick_ Clovelly Rd nr Earl St,None,337542,6247151,Bus station,832,1,1,BUS_STOP,511,0
682,87060,Randwick_ Avoca St nr Darley Rd,None,337705,6247212,Bus station,832,1,1,BUS_STOP,512,0
683,87061,Kensington_ Anzac Pde nr Abbotford St,None,335799,6247040,Bus station,833,1,1,BUS_STOP,509,0
684,87062,Kensington_ Alison Rd nr Anzac Pde,None,335717,6247288,Bus station,837,1,1,BUS_STOP,509,0
685,87063,Kensington_ Anzac Pde nr Alison Rd,None,335696,6247280,Bus station,837,1,1,BUS_STOP,509,0
686,87075,Zetland_ O`Dea Av nr Bourke St,None,334288,6247113,Bus station,846,1,1,BUS_STOP,285,0
687,87076,Waterloo_ O`Dea Av nr Bourke St,None,334335,6247121,Bus station,846,1,1,BUS_STOP,285,0
688,87077,Waterloo_ Bourke St nr Powell St,None,334306,6247228,Bus station,846,1,1,BUS_STOP,279,0
689,87078,Waterloo_ Bourke St opp Powell St,None,334369,6247263,Bus station,846,1,1,BUS_STOP,279,0
690,87079,Waterloo_ Elizabeth St nr Allen St,None,334073,6247165,Bus station,851,1,1,BUS_STOP,278,0
691,87082,Alexandria_ Botany Rd nr Mandible St,None,333770,6247074,Bus station,856,1,1,BUS_STOP,278,0
692,87083,Waterloo_ Botany Rd nr Allen St,None,333769,6247126,Bus station,856,1,1,BUS_STOP,278,0
693,87084,Alexandria_ McEvoy St nr Wyndham St,None,333567,6247285,Bus station,856,1,1,BUS_STOP,277,0
694,87085,Alexandria_ McEvoy St nr Botany Rd,None,333645,6247287,Bus station,856,1,1,BUS_STOP,277,0
695,87086,Alexandria_ Botany Rd nr McEvoy St,None,333681,6247286,Bus station,856,1,1,BUS_STOP,268,0
696,87088,Alexandria_ McEvoy St nr Stokes Av,None,333318,6247189,Bus station,859,1,1,BUS_STOP,277,0
697,87089,Alexandria_ McEvoy St nr Loveridge St,None,333392,6247228,Bus station,859,1,1,BUS_STOP,277,0
698,87090,Alexandria_ McEvoy St nr Hiles St,None,333523,6247251,Bus station,859,1,1,BUS_STOP,277,0
699,87092,Randwick_ Darley Rd nr Evans St,None,337133,6247154,Bus station,861,1,1,BUS_STOP,510,0
700,87093,Randwick_ Darley Rd opp Evans St,None,337083,6247148,Bus station,862,1,1,BUS_STOP,507,0
701,87094,Waterloo_ Elizabeth St nr McEvoy St,None,334120,6247412,Bus station,863,1,1,BUS_STOP,278,0
702,87095,Alexandria_ Park St nr Alexandria Park School,None,333252,6247364,Bus station,866,1,1,BUS_STOP,276,0
703,87100,Waterloo_ Bourke St nr McEvoy St,None,334442,6247377,Bus station,875,1,1,BUS_STOP,279,0
704,87109,Alexandria_ Wyndham St nr Buckland St,None,333480,6247536,Bus station,884,1,1,BUS_STOP,276,0
705,87119,Waterloo_ Bourke St opp Lachlan St,None,334560,6247536,Bus station,895,1,1,BUS_STOP,270,0
706,87120,Waterloo_ Bourke St nr Danks St,None,334651,6247620,Bus station,895,1,1,BUS_STOP,270,0
707,87121,Moore Park_ Bus Roadway nr Robertson Rd,None,335659,6247509,Bus station,903,1,1,BUS_STOP,514,0
708,87127,Queens Park_ Queens Park Rd nr York Rd,None,337533,6247730,Bus station,909,1,1,BUS_STOP,507,0
709,87128,Queens Park_ Queens Park Rd nr York Rd,None,337519,6247711,Bus station,909,1,1,BUS_STOP,507,0
710,87155,Alexandria_ Mitchell St nr Buckland St,None,333025,6247465,Bus station,930,1,1,BUS_STOP,276,0
711,87156,Alexandria_ Mitchell St nr Henderson Rd,None,333127,6247692,Bus station,930,1,1,BUS_STOP,276,0
712,87157,Alexandria_ Henderson Rd nr Phillips St,None,333208,6247741,Bus station,930,1,1,BUS_STOP,276,0
713,87161,Alexandria_ Henderson Rd nr Garden St,None,333280,6247784,Bus station,946,1,1,BUS_STOP,276,0
714,87239,Centennial Park_ Oxford St nr Moncur St,None,337061,6248548,Bus station,1077,1,1,BUS_STOP,507,0
715,87250,Centennial Park_ Oxford St nr Loch Av,None,337366,6248627,Bus station,1103,1,1,BUS_STOP,507,0
716,87304,Centennial Park_ Moore Park Rd nr Cook Rd,None,336535,6248633,Bus station,1146,1,1,BUS_STOP,507,0
717,87353,Woollahra_ Ocean St nr Trelawney St,None,337135,6249348,Bus station,1247,1,1,BUS_STOP,-1,-1
718,87415,Kingsford_ Anzac Pde Stand B nr Gardeners Rd,None,336176,6244854,Light rail station,491,1,1,LIGHTRAIL_STATION,526,0
719,87416,Kingsford_ Anzac Pde nr Rainbow St,None,336199,6244862,Light rail station,491,1,1,LIGHTRAIL_STATION,526,0
720,87417,Kingsford_ Anzac Pde Stand E nr Rainbow St,None,336176,6244897,Light rail station,491,1,1,LIGHTRAIL_STATION,526,0
721,87418,Kingsford_ Anzac Pde Stand C nr Rainbow St,None,336191,6244865,Light rail station,491,1,1,LIGHTRAIL_STATION,526,0
722,87419,Kingsford_ Anzac Pde Stand D nr Rainbow St,None,336186,6244879,Light rail station,491,1,1,LIGHTRAIL_STATION,526,0
723,87420,Kingsford_ Meeks St nr Anzac Pde,None,336152,6244984,Light rail station,501,1,1,LIGHTRAIL_STATION,526,0
724,87421,Kingsford_ Anzac Pde nr Strachan St,None,336082,6245121,Light rail station,525,1,1,LIGHTRAIL_STATION,525,0
725,87422,Kingsford_ Anzac Pde nr Middle St,None,336090,6245184,Light rail station,525,1,1,LIGHTRAIL_STATION,526,0
726,87423,Kingsford_ Anzac Pde nr Barker St,None,336046,6245337,Light rail station,562,1,1,LIGHTRAIL_STATION,525,0
727,87424,Kensington_ Anzac Pde nr Barker St,None,336056,6245396,Light rail station,562,1,1,LIGHTRAIL_STATION,520,0
728,87425,Kensington_ Day Av nr Anzac Pde,None,335983,6245528,Light rail station,583,1,1,LIGHTRAIL_STATION,520,0
729,87426,Kensington_ Anzac Pde Stand B opp UNSW,None,335989,6245658,Light rail station,583,1,1,LIGHTRAIL_STATION,521,0
730,87427,Kensington_ Day Av nr Anzac Pde,None,336004,6245545,Light rail station,583,1,1,LIGHTRAIL_STATION,521,0
731,87428,Kensington_ Anzac Pde Stand D at UNSW,None,336025,6245579,Light rail station,583,1,1,LIGHTRAIL_STATION,520,0
732,87429,Kensington_ Anzac Pde Stand C opp UNSW,None,335997,6245618,Light rail station,583,1,1,LIGHTRAIL_STATION,520,0
733,87430,Randwick_ High St nr Wansey Rd,None,336716,6245767,Light rail station,591,1,1,LIGHTRAIL_STATION,520,0
734,87431,Randwick_ Botany St nr High St,None,336964,6245672,Light rail station,603,1,1,LIGHTRAIL_STATION,520,0
735,87432,Randwick_ Botany St nr High St,None,336982,6245661,Light rail station,603,1,1,LIGHTRAIL_STATION,527,0
736,87433,Randwick_ High St nr Gate 9 UNSW,None,336854,6245706,Light rail station,603,1,1,LIGHTRAIL_STATION,527,0
737,87434,Randwick_ High St nr Gate 9 UNSW,None,336875,6245701,Light rail station,603,1,1,LIGHTRAIL_STATION,520,0
738,87435,Randwick_ High St nr Botany St,None,336944,6245713,Light rail station,603,1,1,LIGHTRAIL_STATION,521,0
739,87436,Randwick_ High St nr Gate 2 UNSW,None,336178,6245846,Light rail station,615,1,1,LIGHTRAIL_STATION,521,0
740,87437,Kensington_ High St nr Anzac Pde,None,336031,6245849,Light rail station,619,1,1,LIGHTRAIL_STATION,521,0
741,87438,Kensington_ Anzac Pde Stand A opp UNSW,None,335969,6245742,Light rail station,619,1,1,LIGHTRAIL_STATION,521,0
742,87439,Kensington_ Anzac Pde opp High St,None,335924,6245959,Light rail station,656,1,1,LIGHTRAIL_STATION,520,0
743,87440,Kensington_ Anzac Pde nr Doncaster Av,None,335862,6246087,Light rail station,656,1,1,LIGHTRAIL_STATION,520,0
744,87441,Kensington_ Anzac Pde nr Addison St,None,335757,6246167,Light rail station,656,1,1,LIGHTRAIL_STATION,520,0
745,87442,Kensington_ Anzac Pde nr Darling St,None,335756,6246230,Light rail station,669,1,1,LIGHTRAIL_STATION,520,0
746,87443,Kensington_ Todman Av nr Anzac Pde,None,335690,6246392,Light rail station,697,1,1,LIGHTRAIL_STATION,521,0
747,87444,Kensington_ Anzac Pde nr Todman Av,None,335729,6246448,Light rail station,697,1,1,LIGHTRAIL_STATION,519,0
748,87445,Kensington_ Anzac Pde nr Todman Av,None,335764,6246441,Light rail station,697,1,1,LIGHTRAIL_STATION,521,0
749,87446,Randwick_ High St nr Prince of Wales Hospital,None,337189,6245656,Light rail station,707,1,1,LIGHTRAIL_STATION,509,0
750,87447,Randwick_ High St nr Clara St,None,337218,6245673,Light rail station,707,1,1,LIGHTRAIL_STATION,515,0
751,87448,Randwick_ Belmore Rd nr Avoca St,None,337395,6245705,Light rail station,707,1,1,LIGHTRAIL_STATION,519,0
752,87449,Randwick_ Belmore Rd nr Arthur St,None,337340,6245806,Light rail station,707,1,1,LIGHTRAIL_STATION,509,0
753,87450,Randwick_ Belmore Rd opp Arthur St,None,337341,6245860,Light rail station,707,1,1,LIGHTRAIL_STATION,509,0
754,87451,Randwick_ Belmore Rd opp Silver St,None,337275,6246040,Light rail station,707,1,1,LIGHTRAIL_STATION,509,0
755,87452,Randwick_ Belmore Rd nr Alison Rd,None,337238,6246083,Light rail station,707,1,1,LIGHTRAIL_STATION,509,0
756,87453,Randwick_ Alison Rd nr Cowper St,None,336726,6246630,Light rail station,737,1,1,LIGHTRAIL_STATION,509,0
757,87454,Kensington_ Anzac Pde nr Ascot St,None,335751,6246656,Light rail station,738,1,1,LIGHTRAIL_STATION,510,0
758,87455,Kensington_ Anzac Pde nr Ascot St,None,335783,6246649,Light rail station,738,1,1,LIGHTRAIL_STATION,509,0
759,87456,Kensington_ Anzac Pde opp Carlton St,None,335784,6246880,Light rail station,747,1,1,LIGHTRAIL_STATION,510,0
760,87457,Randwick_ Alison Rd nr King St,None,336543,6246776,Light rail station,766,1,1,LIGHTRAIL_STATION,514,0
761,87458,Randwick_ Alison Rd nr Darley Rd,None,336479,6246796,Light rail station,766,1,1,LIGHTRAIL_STATION,514,0
762,87459,Randwick_ Alison Rd nr Randwick Racecourse,None,336490,6246789,Light rail station,766,1,1,LIGHTRAIL_STATION,509,0
763,87460,Randwick_ Alison Rd nr AJC Main Entrance,None,336275,6246895,Light rail station,787,1,1,LIGHTRAIL_STATION,514,0
764,87461,Kensington_ Alison Rd opp Doncaster Av,None,335992,6247061,Light rail station,805,1,1,LIGHTRAIL_STATION,509,0
765,87462,Centennial Park_ Bus Roadway nr Doncaster Av,None,336013,6247077,Light rail station,805,1,1,LIGHTRAIL_STATION,509,0
766,87463,Centennial Park_ Bus Roadway nr Alison Rd,None,336005,6247061,Light rail station,805,1,1,LIGHTRAIL_STATION,507,0
767,87464,Randwick_ Alison Rd nr Doncaster Av,None,336076,6246983,Light rail station,813,1,1,LIGHTRAIL_STATION,509,0
768,87465,Kensington_ Anzac Pde nr Abbotford St,None,335799,6247040,Light rail station,833,1,1,LIGHTRAIL_STATION,509,0
769,87466,Kensington_ Alison Rd nr Anzac Pde,None,335717,6247288,Light rail station,837,1,1,LIGHTRAIL_STATION,514,0
770,87467,Kensington_ Anzac Pde nr Alison Rd,None,335696,6247280,Light rail station,837,1,1,LIGHTRAIL_STATION,514,0
771,87468,Moore Park_ Bus Roadway nr Robertson Rd,None,335659,6247509,Light rail station,903,1,1,LIGHTRAIL_STATION,514,0
772,87493,Congwong Bay,Botany Bay,336878.8849,6237357.751,Bays and Beaches,61,1,0,Bays and Beaches,557,0
773,87494,Congwong Bay Beach,Botany Bay,336944.885,6237572.751,Bays and Beaches,67,1,0,Bays and Beaches,557,0
774,87495,Cann Park,La Perouse,336937.8851,6237826.75,Park,70,1,0,Park,557,0
775,87496,Cape Banks Aquatic Reserve,Botany Bay,337366.8834,6236547.752,Bays and Beaches,53,0,0,Bays and Beaches,557,0
776,87497,Henry Head,Botany Bay,337147.8839,6236583.752,Bays and Beaches,55,0,0,Bays and Beaches,557,0
777,87498,Little Congwong Beach,Botany Bay,337183.8844,6237375.751,Bays and Beaches,62,0,0,Bays and Beaches,557,0
778,87499,Botany Bay National Park,Little Bay,337201.8847,6237968.75,Park,72,1,0,Park,557,0
779,87500,Cape Banks,La Perouse,338411.8813,6236287.752,Bays and Beaches,50,0,0,Bays and Beaches,558,0
780,87501,Cruwee Cove,Botany Bay,337977.8823,6236569.752,Bays and Beaches,54,0,0,Bays and Beaches,558,0
781,87502,Little Bay,Little Bay,338579.8827,6238749.747,Bays and Beaches,94,1,0,Bays and Beaches,558,0
782,87503,Molineaux Point,Port Botany,334964.8891,6238083.751,Bays and Beaches,74,0,0,Bays and Beaches,556,0
783,87504,Bare Island,Botany Bay,336463.8857,6237335.751,Bays and Beaches,59,0,0,Bays and Beaches,557,0
784,87505,Botany Bay National Park,La Perouse,336677.8855,6237681.751,Park,69,1,0,Park,557,0
785,87506,FRENCHMANS BAY RESERVE,La Perouse,336683.6301,6237834.806,Reserve,71,1,0,Reserve,557,0
786,87507,Frenchmans Bay,Botany Bay,336414.8863,6238088.75,Bays and Beaches,75,0,0,Bays and Beaches,557,0
787,87508,Yarra Recreation Reserve,Phillip Bay,336681.8863,6238763.749,Park,95,1,0,Park,557,0
788,87509,Yarra Point,Botany Bay,336233.8869,6238420.75,Bays and Beaches,84,0,0,Bays and Beaches,557,0
789,87510,Yarra Bay Bicentennial Park,Phillip Bay,336418.8869,6238918.748,Park,98,1,0,Park,557,0
790,87511,Woomera Reserve,Little Bay,337196.8854,6238805.748,Park,96,1,0,Park,557,0
791,87512,Banks Wall,Port Botany,335154.8889,6238401.75,Bays and Beaches,81,0,0,Bays and Beaches,556,0
792,87513,Yarra Bay,Botany Bay,335948.8877,6238727.749,Bays and Beaches,92,0,0,Bays and Beaches,556,0
793,87514,Bumborah Point,Botany Bay,335920.8879,6238977.749,Bays and Beaches,100,1,0,Bays and Beaches,556,0
794,87515,Brotherson Dock,Port Botany,334919.8903,6239726.748,Bays and Beaches,113,0,0,Bays and Beaches,556,0
795,87516,Buchan Point,Little Bay,339046.882,6238999.746,Bays and Beaches,101,1,0,Bays and Beaches,555,0
796,87517,Duri Reserve,Malabar,338615.883,6239335.746,Park,105,1,0,Park,555,0
797,87518,Boora Point,Malabar,339782.8813,6239978.744,Bays and Beaches,119,0,0,Bays and Beaches,555,0
798,87519,Rubie Reserve,Malabar,338574.8834,6239662.746,Park,110,1,0,Park,555,0
799,87520,Long Bay,Malabar,338728.8835,6240235.744,Bays and Beaches,123,1,0,Bays and Beaches,555,0
800,87521,Burke Reserve,Chifley,337569.8857,6240347.745,Park,129,1,0,Park,554,0
801,87523,Malabar Beach,Malabar,338552.8839,6240409.744,Bays and Beaches,131,1,0,Bays and Beaches,552,0
802,87524,Magic Point,Malabar,339780.882,6240981.742,Bays and Beaches,158,0,0,Bays and Beaches,552,0
803,87525,Purcell Park,Matraville,336091.8887,6240602.746,Park,138,1,0,Park,549,0
804,87526,PURCEL PARK,Matraville,336198.6832,6240612.897,Park,139,1,0,Park,549,0
805,87527,Cromwell Park,Malabar,338368.8845,6240711.744,Park,142,1,0,Park,552,0
806,87528,Bunnerong Equestrian Park,Matraville,337012.2098,6240724.215,Park,143,1,0,Park,550,0
807,87529,Baird Reserve,Matraville,336426.8884,6241047.744,Park,161,1,0,Park,550,0
808,87531,Pioneers Park,Malabar,338130.8852,6241020.743,Park,160,1,0,Park,547,0
809,87532,Lake Malabar,Maroubra,337914.8857,6241211.743,Park,164,1,0,Park,547,0
810,87533,Primary RESERVE,Maroubra,337815.09,6241280.107,Reserve,168,1,0,Reserve,547,0
811,87534,Primary RESERVE,Matraville,337288.2867,6241522.109,Reserve,181,1,0,Reserve,548,0
812,87535,Ocean View Reserve,Maroubra,338050.8857,6241521.742,Park,180,1,0,Park,547,0
813,87536,Matraville Park,Maroubra,336652.8884,6241638.743,Park,194,1,0,Park,548,0
814,87537,Memorial Park,Matraville,337491.8868,6241612.743,Park,189,1,0,Park,544,0
815,87538,Maroubra Beach,Maroubra,339003.8841,6241899.741,Bays and Beaches,210,1,0,Bays and Beaches,546,0
816,87539,MAROUBRA SOUTH SHOPPING VILLAGE,Maroubra,338249.211,6241841.508,Shopping Centre,208,1,0,Shopping Centre,547,0
817,87540,SOUTH MAROUBRA SHOPPING CENTRE,MAROUBRA,338249.211,6241841.508,Shopping Centre,208,1,0,Shopping Centre,547,0
818,87546,South Maroubra Village Shopping Centre Maroubra,Maroubra,338225,6241865,Shopping Centre,208,1,0,Shopping Centre,547,0
819,87547,Payless Supermarket,Maroubra,338020.1663,6242066.886,Supermarket,219,1,0,Supermarket,545,0
820,87548,Arthur Byrne Reserve,Maroubra,338767.8847,6242062.741,Park,218,1,0,Park,546,0
821,87550,Heffron Park,Maroubra,336732.8886,6242106.742,Park,222,1,0,Park,544,0
822,87552,Coral Sea Park,Maroubra,337764.8868,6242290.741,Park,235,1,0,Park,545,0
823,87553,Broadarrow Reserve,Maroubra,338573.8852,6242297.741,Park,238,1,0,Park,546,0
824,87554,John Shore Park,Maroubra,338624.8852,6242403.74,Park,247,1,0,Park,546,0
825,87555,Sir Joseph Banks Park,Botany,332888.8958,6241989.745,Park,215,0,0,Park,-1,-1
826,87556,Eastgardens Shopping Centre,Eastgardens,335910,6242530,Shopping Centre,263,1,0,Shopping Centre,419,0
827,87559,Maroubra Bay,Maroubra,339316.8837,6242151.74,Bays and Beaches,226,1,0,Bays and Beaches,546,0
828,87563,Engine Pond,Mascot,332739.8966,6242704.744,Bays and Beaches,276,1,0,Bays and Beaches,-1,-1
829,87565,Jack Vanny Memorial Park,Maroubra,339410.8839,6242702.739,Park,275,1,0,Park,543,0
830,87569,Nagle Park,Maroubra,336718.8891,6242766.741,Park,287,1,0,Park,540,0
831,87571,Coles,Maroubra,337254.6983,6242966.945,SHOPPING CENTRE,322,1,0,SHOPPING CENTRE,537,0
832,87572,Pacific Square Shopping Mall,Maroubra,337254.6983,6242966.945,Shopping Centre,322,1,0,Shopping Centre,537,0
833,87573,Stockland Mall,Maroubra,337154.8885,6243063.74,Shopping Centre,322,1,0,Shopping_Complex,537,0
834,87576,Mistral Point,Maroubra,339689.8836,6242968.738,Bays and Beaches,306,1,0,Bays and Beaches,543,0
835,87578,DRAINAGE RESERVE,Maroubra,337456.866,6243114.4,Reserve,318,1,0,Reserve,537,0
836,87579,Lurline Bay,Maroubra,339326.8845,6243362.738,Bays and Beaches,333,1,0,Bays and Beaches,543,0
837,87580,Quarry Reserve,Maroubra,338130.8868,6243387.739,Park,339,1,0,Park,539,0
838,87581,Central Park,Maroubra,337739.8876,6243410.739,Park,341,1,0,Park,538,0
839,87583,Gollan Park,South Coogee,338697.886,6243737.738,Park,363,1,0,Park,536,0
840,87584,Snape Park,Maroubra,336777.8896,6243633.739,Park,356,1,0,Park,532,0
841,87585,Latham Park,Maroubra,338103.1564,6243741.335,Park,366,1,0,Park,534,0
842,87586,Latham Park,South Coogee,338301.8867,6243654.738,Park,358,1,0,Park,536,0
843,87587,Popplewell Park,South Coogee,338927.8856,6243743.737,Park,377,1,0,Park,536,0
844,87591,Primary RESERVE,South Coogee,338224.3083,6243831.924,Reserve,374,1,0,Reserve,536,0
845,87592,Rowland Park,Daceyville,336226.891,6244072.739,Park,399,1,0,Park,532,0
846,87598,Emily McCarthy Park,South Coogee,338621.8865,6244279.737,Park,423,1,0,Park,536,0
847,87604,Blenheim Park,Coogee,338829.8863,6244531.736,Park,441,1,0,Park,531,0
848,87606,Trenerry Reserve,Coogee,339196.8856,6244560.736,Park,449,1,0,Park,531,0
849,87607,Trenery Reserve,Coogee,339123.3982,6244590.659,Reserve,449,1,0,Reserve,531,0
850,87608,Wedding Cake Island,Coogee,339678.8848,6244698.735,Bays and Beaches,463,0,0,Bays and Beaches,531,0
851,87614,Bangor Park,Coogee,338016.888,6244658.736,Park,457,1,0,Park,531,0
852,87619,CLARIS PARK,Coogee,338646.7221,6244758.827,Park,476,1,0,Park,531,0
853,87620,Paine Reserve,Randwick,336908.8902,6244847.737,Park,488,1,0,Park,527,0
854,87621,KENSINGTON ROTARY RESERVE,Kingsford,335550.8391,6244726.075,Reserve,467,1,0,Reserve,525,0
855,87622,CARPARK,Kingsford,336058.6842,6244941.195,CARPARK,501,1,1,CARPARK,525,0
856,87623,Grant Reserve,Coogee,338990.8862,6244803.735,Park,492,1,0,Park,529,0
857,87624,Shaw Reserve,Kingsford,336700.8908,6245074.737,Park,513,1,0,Park,526,0
858,87625,Baker Park,Coogee,338180.8879,6245049.736,Park,547,1,0,Park,529,0
859,87626,Tarakan Reserve,Rosebery,334040.896,6245215.738,Park,535,1,0,Park,294,0
860,87627,Coogee Beach,Coogee,338997.8865,6245208.735,Bays and Beaches,531,1,0,Bays and Beaches,529,0
861,87628,El Alamein Park,Rosebery,334231.8956,6245201.738,Park,543,1,0,Park,294,0
862,87629,DRAINAGE RESERVE,Rosebery,334468.5383,6245212.875,Reserve,533,1,0,Reserve,294,0
863,87630,Woolworths,Coogee,338576.7931,6245303.516,Supermarket,553,1,0,Woolworths,529,0
864,87631,Kensington Park,Kensington,335648.8929,6245265.737,Park,542,1,1,Park,525,0
865,87632,Primary RESERVE,Rosebery,334625.4148,6245391.436,Reserve,560,1,0,Reserve,294,0
866,87633,Physics Lawn,Kensington,336328.8917,6245428.736,Park,564,1,1,Park,520,0
867,87634,Crete Reserve,Rosebery,334135.8958,6245268.738,Park,543,1,0,Park,294,0
868,87635,Coogee Bay,Coogee,339144.8862,6245205.735,Bays and Beaches,530,1,0,Bays and Beaches,529,0
869,87636,Coogee Beach Plaza,Coogee,338902.8867,6245251.735,SHOPPING CENTRE,553,1,0,SHOPPING CENTRE,529,0
870,87637,Turruwul Park,Rosebery,333988.8962,6245368.738,Park,557,1,0,Park,294,0
871,87638,Coogee Oval,Coogee,338729.8871,6245433.734,Park,566,1,0,Park,523,0
872,87639,Coogee Palace Shopping Centre,Coogee,338979,6245488,Shopping Centre,574,1,0,Shopping Centre,529,0
873,87640,The Village Green,Kensington,336184.8921,6245509.736,Park,570,1,1,Park,520,0
874,87641,Dolphins Point,Coogee,339300.886,6245368.734,Bays and Beaches,556,1,0,Bays and Beaches,523,0
875,87642,Dunningham Reserve,Coogee,339192.8863,6245552.734,Park,576,1,0,Park,523,0
876,87643,Fitzpatrick Park,Kensington,335440.8936,6245601.736,Park,579,1,0,Park,519,0
877,87644,M F C Supermarket,Coogee,338182.1247,6245663.754,Supermarket,588,1,0,Supermarket,522,0
878,87645,Quadrangle Lawn,Kensington,336457.8917,6245652.736,Park,586,1,1,Park,520,0
879,87646,Michael Birt Gardens,Kensington,336845.8909,6245646.735,Park,603,1,1,Park,520,0
880,87647,Dardon Park,Coogee,338572.0958,6245742.712,Park,599,1,0,Park,523,0
881,87648,Bardon Park,Coogee,338508.8877,6245677.734,Park,599,1,0,Park,523,0
882,87649,Library Lawn,Kensington,336690.8912,6245679.735,Park,591,1,1,Park,520,0
883,87651,Bronte-Coogee Aquatic Reserve,Clovelly,340036.8848,6245707.733,Bays and Beaches,595,1,0,Bays and Beaches,518,0
884,87652,Gordons Bay,Coogee,339413.8861,6245805.733,Bays and Beaches,609,1,0,Bays and Beaches,518,0
885,87653,Coles,Randwick,337381.4315,6245697.202,SHOPPING CENTRE,707,1,1,SHOPPING CENTRE,521,0
886,87654,Randwick Plaza,Randwick,337315,6245726,SHOPPING CENTRE,707,1,1,SHOPPING CENTRE,521,0
887,87655,Randwick Plaza Shopping Centre,Randwick,337323,6245729,Shopping Centre,707,1,1,Shopping Centre,521,0
888,87659,Writtle Park,Randwick,336953.8909,6245910.735,Park,626,1,1,Park,521,0
